id_produk,nama_item,harga_satuan,stok_gudang,kategori_produk,tanggal_input
PRD-0796,Topi Mini,1285000,249,Fashion,2024-03-29
PRD-0797,Parfum HD,113000,97,Kecantikan,2023-10-09
PRD-0798,Slime Kit Ultra,85000,88,Mainan,2023-07-24
PRD-0799,Raket Lite,3939000,223,Olahraga,2024-03-06
PRD-0800,Sprayer Plus,526000,380,Pertanian,2024-02-09
PRD-0801,Madu Murni Go,468000,493,Makanan & Minuman,2024-09-01
PRD-0802,Buku Sains Ultra,221000,139,Buku,2024-05-04
PRD-0803,Bola Basket Ultra,1999000,264,Olahraga,2024-04-27
PRD-0804,Monopoly Mini,832000,339,Mainan,2023-09-25
PRD-0805,Sandal One,83000,144,Fashion,2023-11-15
PRD-0806,Kamus Go,290000,319,Buku,2024-07-12
PRD-0807,Bibit Padi Series 5,220000,103,Pertanian,2023-12-10
PRD-0808,Kipas Angin Series 5,3172000,39,Rumah & Dapur,2024-02-05
PRD-0809,Sheet Mask Mini,583000,115,Kecantikan,2023-11-29
PRD-0810,Tablet Max,4350000,211,Elektronik,2024-05-24
PRD-0811,Dispenser X,3348000,313,Rumah & Dapur,2023-12-17
PRD-0812,Komik Lite,169000,143,Buku,2024-04-04
PRD-0813,Selang Irigasi Ultra,311000,337,Pertanian,2024-07-15
PRD-0814,Suplemen Vitamin HD,225000,175,Makanan & Minuman,2023-12-11
PRD-0815,Kaca Spion Neo,1794000,50,Otomotif,2024-07-11
PRD-0816,Dumbbell Prime,3184000,455,Olahraga,2023-10-17
PRD-0817,Sabun Muka Series 5,194000,54,Kecantikan,2024-08-30
PRD-0818,Yoyo Series 5,246000,173,Mainan,2023-11-02
PRD-0819,Kemeja Ultra,1671000,132,Fashion,2023-11-10
PRD-0820,Buku Anak Elite,414000,214,Buku,2024-10-03
PRD-0821,Gunting Tanaman One,162000,475,Pertanian,2024-02-13
PRD-0822,Blender Lite,975000,306,Rumah & Dapur,2024-10-30
PRD-0823,Treadmill X,1130000,103,Olahraga,2024-10-19
PRD-0824,Kopi Arabika Max,175000,122,Makanan & Minuman,2023-11-09
PRD-0825,Hoodie Neo,1199000,221,Fashion,2023-11-18
PRD-0826,Lego Go,958000,326,Mainan,2024-04-29
PRD-0827,Kartu UNO Pro,567000,444,Mainan,2024-02-18
PRD-0828,Sandal Max,321000,98,Fashion,2023-08-21
PRD-0829,Nail Polish One,534000,1,Kecantikan,2024-01-06
PRD-0830,Komik V2,352000,80,Buku,2024-06-21
PRD-0831,Panci Plus,2970000,97,Rumah & Dapur,2024-08-07
PRD-0832,Syal Lite,701000,94,Fashion,2024-04-01
PRD-0833,Foundation Max,141000,159,Kecantikan,2023-12-03
PRD-0834,Blender Plus,562000,402,Rumah & Dapur,2024-05-20
PRD-0835,Mobil Remote Lite,240000,186,Mainan,2024-08-05
PRD-0836,Foundation Plus,394000,160,Kecantikan,2024-01-02
PRD-0837,Monitor Elite,12139000,477,Elektronik,2024-05-16
PRD-0838,Action Figure Pro,265000,107,Mainan,2023-10-09
PRD-0839,Rak Go,108000,121,Rumah & Dapur,2023-09-08
PRD-0840,Sabit HD,259000,285,Pertanian,2023-12-20
PRD-0841,Ensiklopedia X,357000,33,Buku,2024-05-28
PRD-0842,Vacuum Cleaner Neo,3367000,441,Rumah & Dapur,2024-05-16
PRD-0843,Sprayer Go,315000,285,Pertanian,2024-04-21
PRD-0844,Buku Anak Elite,410000,166,Buku,2024-03-27
PRD-0845,Celana Gym Ultra,3384000,429,Olahraga,2024-08-14
PRD-0846,Speaker Mini,13188000,283,Elektronik,2023-12-15
PRD-0847,Monopoly Go,1127000,468,Mainan,2024-06-25
PRD-0848,Mouse Pro,4960000,80,Elektronik,2024-07-05
PRD-0849,Helm Full Face Series 5,1208000,58,Otomotif,2023-09-03
PRD-0850,Sunscreen Max,402000,184,Kecantikan,2024-02-14
PRD-0851,Ensiklopedia Ultra,205000,125,Buku,2023-08-17
PRD-0852,Baju Olahraga One,291000,91,Olahraga,2024-07-06
PRD-0853,Selimut X,3086000,204,Rumah & Dapur,2024-02-12
PRD-0854,Minyak Zaitun Series 5,191000,302,Makanan & Minuman,2024-10-24
PRD-0855,Madu Murni Elite,298000,152,Makanan & Minuman,2024-08-14
PRD-0856,Granola Mini,73000,104,Makanan & Minuman,2023-11-16
PRD-0857,Pestisida Go,541000,420,Pertanian,2024-08-24
PRD-0858,Tas Olahraga V2,2633000,57,Olahraga,2024-02-10
PRD-0859,Oli Mesin One,2417000,417,Otomotif,2024-06-27
PRD-0860,Parfum Mini,650000,362,Kecantikan,2024-10-28
PRD-0861,Jurnal Pro,490000,238,Buku,2024-04-08
PRD-0862,Buku Bisnis Prime,123000,165,Buku,2024-01-14
PRD-0863,Sekop X,448000,494,Pertanian,2023-09-14
PRD-0864,Rice Cooker Elite,3317000,147,Rumah & Dapur,2023-11-22
PRD-0865,Sandal One,895000,360,Fashion,2023-09-28
PRD-0866,Jaket Prime,291000,212,Fashion,2024-03-18
PRD-0867,Blender Plus,3116000,326,Rumah & Dapur,2024-10-20
PRD-0868,Lampu LED Motor Elite,1472000,336,Otomotif,2024-07-31
PRD-0869,Nail Polish One,771000,433,Kecantikan,2023-09-04
PRD-0870,Gorden Prime,2927000,187,Rumah & Dapur,2024-04-15
PRD-0871,Action Figure Mini,1115000,213,Mainan,2024-08-31
PRD-0872,Tas Olahraga Plus,2446000,2,Olahraga,2024-09-24
PRD-0873,Kondisioner V2,390000,357,Kecantikan,2023-11-16
PRD-0874,Selang Irigasi Ultra,575000,444,Pertanian,2023-10-08
PRD-0875,Stopwatch Ultra,990000,209,Olahraga,2024-10-05
PRD-0876,Sunscreen HD,358000,188,Kecantikan,2024-04-08
PRD-0877,Puzzle Neo,454000,15,Mainan,2023-12-08
PRD-0878,Cokelat Premium Ultra,220000,369,Makanan & Minuman,2023-07-01
PRD-0879,Helm Full Face Go,1390000,222,Otomotif,2024-03-28
PRD-0880,Action Figure One,1135000,52,Mainan,2024-07-09
PRD-0881,Matras Yoga Series 5,2314000,65,Olahraga,2024-01-22
PRD-0882,Jus Buah Lite,160000,403,Makanan & Minuman,2023-10-10
PRD-0883,Rak Mini,1597000,198,Rumah & Dapur,2024-10-20
PRD-0884,Buku Sejarah Prime,153000,227,Buku,2023-12-24
PRD-0885,Media Tanam Series 5,645000,35,Pertanian,2023-09-03
PRD-0886,Raket Lite,2984000,266,Olahraga,2024-04-07
PRD-0887,Parfum Mobil Max,245000,478,Otomotif,2024-02-26
PRD-0888,Lampu LED Lite,173000,308,Rumah & Dapur,2024-08-31
PRD-0889,Majalah X,373000,1,Buku,2023-09-19
PRD-0890,Laptop Mini,2168000,141,Elektronik,2024-08-11
PRD-0891,Jus Buah V2,413000,478,Makanan & Minuman,2024-01-08
PRD-0892,Lip Balm V2,736000,370,Kecantikan,2024-05-23
PRD-0893,Aki HD,1867000,23,Otomotif,2024-08-04
PRD-0894,Sabit Series 5,180000,43,Pertanian,2023-08-30
PRD-0895,Bola Basket Prime,2959000,453,Olahraga,2024-04-22
PRD-0896,Komik Plus,204000,47,Buku,2023-12-08
PRD-0897,Bantal Go,1188000,455,Rumah & Dapur,2023-12-12
PRD-0898,Panci Mini,1862000,39,Rumah & Dapur,2024-10-25
PRD-0899,Kurma Mini,579000,365,Makanan & Minuman,2023-10-14
PRD-0900,Sheet Mask Go,765000,390,Kecantikan,2024-04-25
PRD-0901,Celana Gym HD,524000,332,Olahraga,2023-12-07
PRD-0902,Buku Motivasi Series 5,71000,109,Buku,2024-10-24
PRD-0903,Playdoh Elite,56000,53,Mainan,2024-01-08
PRD-0904,Jurnal One,189000,383,Buku,2024-07-13
PRD-0905,Kurma X,337000,444,Makanan & Minuman,2023-10-21
PRD-0906,Baju Olahraga Series 5,1555000,98,Olahraga,2024-02-05
PRD-0907,Cokelat Premium Plus,47000,302,Makanan & Minuman,2024-03-05
PRD-0908,Aki Series 5,1203000,115,Otomotif,2023-10-15
PRD-0909,Bibit Cabai Plus,114000,173,Pertanian,2024-09-14
PRD-0910,Helm Full Face Plus,379000,221,Otomotif,2024-03-28
PRD-0911,Playdoh Pro,372000,134,Mainan,2023-08-23
PRD-0912,Kopi Arabika Ultra,352000,74,Makanan & Minuman,2023-09-12
PRD-0913,Vacuum Cleaner Elite,1195000,45,Rumah & Dapur,2024-05-11
PRD-0914,Toner Neo,127000,308,Kecantikan,2023-07-09
PRD-0915,Bibit Cabai HD,394000,119,Pertanian,2023-12-13
PRD-0916,Kamus Plus,88000,83,Buku,2024-07-13
PRD-0917,Boneka Go,259000,318,Mainan,2023-08-13
PRD-0918,Parfum Mobil Series 5,1008000,276,Otomotif,2023-11-24
PRD-0919,Mobil Remote Lite,670000,430,Mainan,2023-10-15
PRD-0920,Monopoly Max,394000,10,Mainan,2023-07-13
PRD-0921,Setrika One,53000,347,Rumah & Dapur,2023-11-07
PRD-0922,Bibit Cabai One,24000,159,Pertanian,2023-07-27
PRD-0923,Tali Rafia Lite,154000,259,Pertanian,2024-10-07
PRD-0924,Kompos Plus,657000,479,Pertanian,2024-07-18
PRD-0925,Sprayer Max,373000,29,Pertanian,2023-11-07
